poi_id,naics_code,latitude,longitude
poi_002528,621111,43.0609,-75.4124
poi_002529,722511,40.7323,-73.9948
poi_002530,446130,40.7571,-73.996
poi_002531,812320,40.7446,-73.9807
poi_002532,522390,40.7586,-73.9959
poi_002533,445230,40.8495,-73.9315
poi_002534,3231,40.8494,-73.9457
poi_002535,812320,40.7766,-73.9495
poi_002536,722511,40.7405,-73.9854
poi_002537,624410,40.7842,-73.9588
poi_002538,928120,40.7505,-73.9628
poi_002539,541219,40.7339,-73.9891
poi_002540,611691,40.7519,-73.9908
poi_002541,712190,40.6932,-73.91
poi_002542,722511,40.73,-74.0167
poi_002543,722511,40.7341,-73.9905
poi_002544,812112,40.7415,-74.0
poi_002545,448120,40.7857,-73.9748
poi_002546,722515,40.8238,-73.9359
poi_002547,722511,40.7333,-73.9966
poi_002548,541213,40.7065,-73.9681
poi_002549,445120,40.7395,-73.9823
poi_002550,453920,40.7681,-73.9997
poi_002551,811111,40.7553,-74.0173
poi_002552,722410,40.696,-74.0135
poi_002553,453110,40.7026,-74.0022
poi_002554,722515,40.6908,-74.0024
poi_002555,453220,40.7289,-73.9975
poi_002556,722410,40.7752,-73.9449
poi_002557,448140,40.7385,-74.0136
poi_002558,621511,40.7545,-73.9662
poi_002559,722511,40.7751,-73.9512
poi_002560,621340,40.704,-74.0032
poi_002561,448310,40.7474,-73.9627
poi_002562,621210,40.7874,-73.9359
poi_002563,722515,40.7309,-73.9959
poi_002564,722515,40.7267,-73.986
poi_002565,722515,40.7316,-73.9883
poi_002566,621330,40.7418,-73.9697
poi_002567,448120,40.7836,-73.9868
poi_002568,446130,40.7309,-73.9987
poi_002569,611691,40.7821,-73.9626
poi_002570,621330,40.7448,-73.9768
poi_002571,442110,40.8085,-73.9507
poi_002572,811111,40.7371,-73.9959
poi_002573,812112,40.7045,-73.9946
poi_002574,453110,40.7494,-73.9993
poi_002575,813110,40.7381,-74.0104
poi_002576,812112,40.708,-73.9844
poi_002577,722515,40.771,-73.9921
poi_002578,522110,40.7619,-73.9874
poi_002579,5418,40.7561,-73.9742
poi_002580,722511,40.7114,-73.9825
poi_002581,621340,40.7279,-73.9814
poi_002582,484210,40.7352,-73.9758
poi_002583,531210,40.7264,-73.997
poi_002584,423850,40.7201,-73.9745
poi_002585,453998,40.7674,-73.9951
poi_002586,448190,40.719,-73.979
poi_002587,448310,40.7465,-73.9775
poi_002588,621111,40.743,-73.982
poi_002589,722511,40.7409,-73.9661
poi_002590,448120,40.7417,-73.9939
poi_002591,315990,40.7914,-73.9752
poi_002592,446110,40.8471,-73.9516
poi_002593,423720,40.7699,-74.0041
poi_002594,621330,40.7918,-73.9455
poi_002595,722511,40.7325,-73.985
poi_002596,621610,40.743,-74.005
poi_002597,531210,40.7623,-73.9939
poi_002598,722511,40.7827,-73.9771
poi_002599,722511,40.756,-73.9778
poi_002600,722513,40.8644,-73.8335
poi_002601,813110,40.7135,-73.995
poi_002602,722511,40.7353,-74.002
poi_002603,621210,40.7624,-73.9586
poi_002604,621210,40.7777,-73.9594
poi_002605,812112,40.7586,-73.9968
poi_002606,722511,40.7475,-73.9774
poi_002607,531210,40.7109,-74.007
poi_002608,722513,40.7339,-74.0099
poi_002609,445310,40.7851,-73.9872
poi_002610,721110,40.7951,-73.973
poi_002611,531210,40.7309,-73.9769
poi_002612,621330,40.7118,-74.0217
poi_002613,713990,40.7744,-73.9935
poi_002614,531120,40.772,-74.0006
poi_002615,448190,40.7613,-74.0044
poi_002616,451130,40.7532,-73.9855
poi_002617,621111,40.7817,-73.9467
poi_002618,621111,40.7456,-73.9697
poi_002619,621210,40.7573,-73.9344
poi_002620,812113,40.7719,-73.9482
poi_002621,531210,40.7147,-74.0074
poi_002622,621111,40.7817,-73.9546
poi_002623,448120,40.7309,-74.0072
poi_002624,541219,40.7343,-73.9837
poi_002625,446110,40.7,-73.9967
poi_002626,446110,40.8225,-73.9222
poi_002627,442299,40.7721,-73.9613
poi_002628,448210,40.7638,-74.0176
poi_002629,813110,40.7732,-73.9675
poi_002630,624410,40.7207,-73.9943
poi_002631,492110,40.7603,-73.9959
poi_002632,453920,40.7539,-74.0211
poi_002633,812112,40.7366,-74.0156
poi_002634,722513,40.7805,-73.9638
poi_002635,813110,40.6994,-74.0232
poi_002636,541921,40.7275,-74.0014
poi_002637,722511,40.7684,-73.985
poi_002638,722511,40.884,-73.9212
poi_002639,812112,40.7688,-73.972
poi_002640,541940,40.7335,-73.9572
poi_002641,722511,40.7129,-74.0058
poi_002642,722511,40.7984,-73.9557
poi_002643,713940,40.748,-73.9875
poi_002644,621111,40.7178,-74.0249
poi_002645,541921,40.7317,-74.0031
poi_002646,811490,40.7474,-73.9703
poi_002647,621210,40.7479,-73.9782
poi_002648,522110,40.7367,-73.9927
poi_002649,722515,40.7731,-73.9579
poi_002650,492110,40.7947,-73.9572
poi_002651,712190,40.6912,-73.9681
poi_002652,722410,40.7616,-73.9854
poi_002653,622110,40.7377,-73.996
poi_002654,713940,40.7456,-73.9705
poi_002655,483212,40.7157,-74.0126
poi_002656,722515,40.8015,-73.9709
poi_002657,448310,40.7442,-73.9899
poi_002658,712190,40.846,-73.9108
poi_002659,812112,40.7672,-73.9678
poi_002660,611630,40.7738,-73.9527
poi_002661,621111,40.8216,-73.9516
poi_002662,812112,40.7955,-73.9955
poi_002663,621210,40.762,-73.9675
poi_002664,812113,40.8473,-73.9249
poi_002665,541921,40.7449,-73.9774
poi_002666,621310,40.7776,-73.9532
poi_002667,712190,40.7579,-73.9073
poi_002668,448210,40.7601,-73.9945
poi_002669,722511,40.706,-73.944
poi_002670,611620,40.7381,-73.9825
poi_002671,611620,40.7611,-73.9924
poi_002672,621210,40.7482,-73.9758
poi_002673,622310,40.7442,-73.9933
poi_002674,812113,40.7306,-73.9639
poi_002675,445120,40.8151,-73.9352
poi_002676,5416,40.7312,-73.9902
poi_002677,453210,40.7721,-73.97
poi_002678,722515,40.8191,-73.9448
poi_002679,621111,40.8197,-73.961
poi_002680,812112,40.7737,-73.9763
poi_002681,531210,40.8107,-73.9639
poi_002682,813110,40.8445,-73.9397
poi_002683,721110,40.7429,-74.0146
poi_002684,522110,40.5366,-74.1495
poi_002685,813110,40.7338,-73.9979
poi_002686,453920,40.7123,-73.9787
poi_002687,448140,40.7354,-73.9795
poi_002688,813110,40.7715,-73.9689
poi_002689,722511,40.8372,-73.946
poi_002690,448320,40.7301,-73.9761
poi_002691,812320,40.756,-73.9469
poi_002692,221112,40.661,-74.0181
poi_002693,812112,40.7541,-73.9851
poi_002694,524210,40.7467,-73.9839
poi_002695,453910,40.735,-73.9837
poi_002696,621210,40.7458,-73.9849
poi_002697,446191,40.7678,-73.9571
poi_002698,0,40.8402,-73.953
poi_002699,621210,40.7499,-73.9926
poi_002700,811490,40.7569,-74.0122
poi_002701,813110,40.7366,-73.9792
poi_002702,813110,40.748,-73.9546
poi_002703,448110,40.7426,-73.98
poi_002704,451211,40.7206,-73.9997
poi_002705,311811,40.806,-73.9341
poi_002706,624410,40.7269,-73.9942
poi_002707,0,40.771,-73.9449
poi_002708,812112,40.7677,-73.9557
poi_002709,722513,40.769,-73.983
poi_002710,812113,40.7587,-73.9848
poi_002711,621399,40.7364,-73.9644
poi_002712,445110,40.818,-73.9667
poi_002713,523930,40.7499,-73.9635
poi_002714,532111,40.7026,-74.0028
poi_002715,531210,40.7634,-73.9963
poi_002716,448120,40.7583,-73.988
poi_002717,722511,40.8482,-73.9068
poi_002718,611691,40.7355,-73.9733
poi_002719,812930,40.7064,-74.0005
poi_002720,812113,40.7769,-73.9549
poi_002721,722515,40.7538,-73.9872
poi_002722,448120,40.761,-73.9793
poi_002723,713940,40.7515,-73.9851
poi_002724,453920,40.8028,-73.9531
poi_002725,448310,40.7622,-73.9758
poi_002726,722515,40.7212,-73.9967
poi_002727,812112,40.8002,-73.9294
poi_002728,541219,40.7683,-73.9898
poi_002729,611630,40.752,-74.0026
poi_002730,3231,40.7451,-73.9897
poi_002731,446130,40.8133,-73.9485
poi_002732,713940,40.765,-73.9708
poi_002733,448120,40.7719,-73.9678
poi_002734,812930,40.7954,-73.9873
poi_002735,722511,40.7313,-74.0105
poi_002736,624410,40.7807,-73.9739
poi_002737,448120,40.7337,-73.9809
poi_002738,445310,40.7747,-73.9614
poi_002739,531190,40.7156,-74.0124
poi_002740,813110,40.7709,-73.9871
poi_002741,445110,40.7792,-73.9556
poi_002742,512131,40.7567,-74.0053
poi_002743,712120,40.6888,-74.0086
poi_002744,812930,40.7751,-73.9567
poi_002745,722410,40.7838,-74.0095
poi_002746,713940,40.7561,-73.9681
poi_002747,722511,40.7448,-73.9863
poi_002748,315990,40.7409,-74.0063
poi_002749,812113,40.7661,-73.953
poi_002750,722511,40.7155,-74.0008
poi_002751,522390,40.7728,-74.0028
poi_002752,621399,40.7545,-73.9519
poi_002753,722511,40.7388,-74.0101
poi_002754,813110,40.7384,-73.9424
poi_002755,621111,40.7827,-73.9551
poi_002756,812112,40.7282,-73.9994
poi_002757,621330,40.7309,-73.9944
poi_002758,722513,40.7787,-73.9323
poi_002759,621310,40.7682,-73.9569
poi_002760,524210,40.7035,-74.0084
poi_002761,621330,40.7493,-73.9715
poi_002762,722511,40.6975,-74.0156
poi_002763,722511,40.7656,-73.9648
poi_002764,812199,40.7452,-73.9982
poi_002765,448150,40.7367,-73.9878
poi_002766,722513,40.8187,-73.9571
poi_002767,624410,40.7796,-73.9666
poi_002768,813110,40.8651,-73.9221
poi_002769,448110,40.7328,-74.0074
poi_002770,448310,40.7155,-73.9929
poi_002771,812930,40.7456,-73.9907
poi_002772,522390,40.7624,-73.9688
poi_002773,621399,40.7892,-73.9737
poi_002774,812112,40.733,-73.9811
poi_002775,722515,40.7601,-73.9869
poi_002776,448120,40.8656,-73.9409
poi_002777,621330,40.7555,-73.976
poi_002778,445120,40.7791,-73.9915
poi_002779,812199,40.7508,-73.975
poi_002780,722515,40.7551,-73.9738
poi_002781,812930,40.728,-74.0104
poi_002782,621310,40.742,-73.9726
poi_002783,712120,40.7804,-73.955
poi_002784,621111,40.7523,-73.993
poi_002785,812113,40.7282,-73.9663
poi_002786,722515,40.7682,-73.9628
poi_002787,445310,40.8379,-73.9059
poi_002788,532289,40.7389,-74.0024
poi_002789,621111,40.7287,-73.9957
poi_002790,722515,40.7008,-74.0178
poi_002791,713940,40.7042,-74.0076
poi_002792,812930,40.7382,-73.9771
poi_002793,445120,40.7047,-73.9711
poi_002794,722410,40.7628,-73.996
poi_002795,611110,40.7776,-73.9883
poi_002796,532111,40.7337,-74.0006
poi_002797,448120,40.7079,-73.9841
poi_002798,712190,40.6876,-73.9995
poi_002799,522298,40.7776,-73.9723
poi_002800,621999,40.7607,-73.9973
poi_002801,812112,40.757,-73.9587
poi_002802,522390,40.7153,-74.0241
poi_002803,621111,40.761,-73.9445
poi_002804,621111,40.7388,-73.9713
poi_002805,813110,40.7502,-73.9565
poi_002806,621111,40.6962,-74.0061
poi_002807,448210,40.7516,-73.9471
poi_002808,722511,40.7577,-73.9862
poi_002809,812111,40.7066,-74.0042
poi_002810,446191,40.7541,-73.9604
poi_002811,624410,40.7186,-73.9992
poi_002812,811411,40.7304,-74.0208
poi_002813,722511,40.7466,-74.0096
poi_002814,5416,40.7207,-74.0219
poi_002815,541213,40.7682,-73.999
poi_002816,453991,40.7739,-73.9707
poi_002817,621210,40.7729,-73.9824
poi_002818,448310,40.7687,-73.9473
poi_002819,522310,40.825,-73.9612
poi_002820,812199,40.7332,-73.9959
poi_002821,448140,40.767,-73.9745
poi_002822,712190,40.7935,-73.9327
poi_002823,722513,40.777,-73.9722
poi_002824,522390,40.7491,-73.9748
poi_002825,713940,40.73,-73.9971
poi_002826,611610,40.7686,-73.9926
poi_002827,488410,40.7466,-73.9838
poi_002828,448210,40.6917,-74.0118
poi_002829,448110,40.7472,-73.9989
poi_002830,812990,40.7802,-73.9568
poi_002831,722513,40.7753,-73.9953
poi_002832,622310,40.7831,-73.9616
poi_002833,621111,40.7347,-73.9552
poi_002834,448120,40.7503,-73.9935
poi_002835,621210,40.7773,-73.9837
poi_002836,712190,40.798,-73.9185
poi_002837,312130,40.7924,-73.94
poi_002838,722511,40.7989,-73.961
poi_002839,812112,40.7702,-73.9698
poi_002840,448210,40.7167,-74.0113
poi_002841,722513,40.7598,-73.9808
poi_002842,448310,40.7468,-73.9711
poi_002843,624410,40.6975,-73.9986
poi_002844,813110,40.7697,-73.9792
poi_002845,722410,40.7622,-73.9709
poi_002846,5416,40.6999,-74.0101
poi_002847,448110,40.7521,-73.9603
poi_002848,621210,40.7628,-73.982
poi_002849,5416,40.7647,-73.9661
poi_002850,812990,40.7885,-73.939
poi_002851,541219,40.7598,-73.9604
poi_002852,621310,40.7499,-73.9868
poi_002853,811211,40.7651,-73.977
poi_002854,448130,40.7981,-73.9322
poi_002855,621111,40.7641,-73.9428
poi_002856,448190,40.756,-74.0126
poi_002857,812990,40.7315,-74.0089
poi_002858,442110,40.7403,-74.0044
poi_002859,446191,40.7418,-73.979
poi_002860,812320,40.7351,-73.9793
poi_002861,722513,40.7646,-73.9972
poi_002862,561510,40.7453,-73.9883
poi_002863,811412,40.709,-73.9936
poi_002864,812113,40.789,-73.9283
poi_002865,713940,40.5998,-74.0242
poi_002866,541213,40.7533,-73.9768
poi_002867,722511,40.6891,-74.0065
poi_002868,722410,40.7478,-73.976
poi_002869,339950,40.7613,-74.0091
poi_002870,443142,40.758,-73.9656
poi_002871,722515,40.7743,-73.9508
poi_002872,453210,40.7393,-73.9901
poi_002873,811412,40.7479,-74.0093
poi_002874,532111,40.7388,-73.9557
poi_002875,445120,40.8186,-73.9599
poi_002876,812112,40.7003,-74.0034
poi_002877,722511,40.7815,-73.9759
poi_002878,722513,40.7488,-74.0009
poi_002879,624410,40.7582,-73.954
poi_002880,722511,40.7685,-73.9742
poi_002881,713940,40.7508,-74.0019
poi_002882,722511,40.7042,-73.9897
poi_002883,621111,40.7878,-73.9615
poi_002884,812112,40.7211,-74.0181
poi_002885,722511,40.8411,-73.9473
poi_002886,522110,40.8077,-73.9472
poi_002887,811490,40.7655,-73.956
poi_002888,442299,40.7554,-73.9979
poi_002889,812112,40.7833,-73.9858
poi_002890,712190,40.6127,-73.8132
poi_002891,722410,40.7528,-74.0131
poi_002892,722515,40.8086,-73.9515
poi_002893,448120,40.7658,-73.9859
poi_002894,811490,40.8355,-73.9561
poi_002895,813110,40.7519,-73.9897
poi_002896,622110,40.7989,-73.9358
poi_002897,713990,40.7722,-73.9716
poi_002898,722410,40.7511,-73.9986
poi_002899,445120,40.7372,-73.9935
poi_002900,453920,40.7981,-73.9736
poi_002901,621111,40.7441,-73.9982
poi_002902,624410,40.7787,-73.95
poi_002903,813110,40.7709,-73.9642
poi_002904,448120,40.6775,-73.9858
poi_002905,812910,40.758,-73.9811
poi_002906,512131,40.7706,-73.9833
poi_002907,811430,40.7262,-73.9814
poi_002908,524210,40.7211,-74.0194
poi_002909,812112,40.7706,-73.9901
poi_002910,611310,40.8054,-73.9723
poi_002911,448310,40.7535,-73.9712
poi_002912,722511,40.7837,-73.9365
poi_002913,722511,40.7572,-74.0016
poi_002914,621399,40.7521,-73.9924
poi_002915,523930,40.7638,-73.9723
poi_002916,448120,40.7489,-73.9952
poi_002917,812199,40.7689,-73.9546
poi_002918,722511,40.7745,-73.9685
poi_002919,621210,40.7556,-73.9907
poi_002920,722511,40.7451,-73.9815
poi_002921,621210,40.7373,-73.976
poi_002922,611620,40.7461,-73.979
poi_002923,811430,40.7389,-73.9807
poi_002924,611110,40.7614,-73.9408
poi_002925,713940,40.7762,-73.9677
poi_002926,6233,40.7436,-74.0077
poi_002927,611620,40.7152,-74.0038
poi_002928,813110,40.7706,-73.9973
poi_002929,446110,40.786,-73.9496
poi_002930,722410,40.7367,-74.008
poi_002931,713940,40.7641,-73.9744
poi_002932,713940,40.7486,-73.9715
poi_002933,524210,40.7058,-73.992
poi_002934,621111,40.7718,-73.9617
poi_002935,531311,40.6892,-74.008
poi_002936,445310,40.7443,-73.9913
poi_002937,446130,40.7868,-73.9846
poi_002938,453220,40.7899,-73.9872
poi_002939,713110,40.7567,-73.9867
poi_002940,621111,40.7312,-73.9741
poi_002941,722511,40.7378,-73.9754
poi_002942,522110,40.7987,-73.9656
poi_002943,621399,40.7154,-74.0021
poi_002944,311811,40.7255,-73.9974
poi_002945,445110,40.7357,-73.9852
poi_002946,621210,40.7974,-73.9738
poi_002947,0,40.7798,-73.9989
poi_002948,5416,40.7739,-73.9846
poi_002949,448120,40.7402,-73.9839
poi_002950,722511,40.7281,-74.017
poi_002951,451110,40.7813,-73.9741
poi_002952,453310,40.7383,-73.9853
poi_002953,722513,40.8339,-73.9594
poi_002954,621111,40.7567,-73.9398
poi_002955,624410,40.7888,-73.9315
poi_002956,722511,40.7095,-73.9661
poi_002957,722410,40.7797,-73.9824
poi_002958,722410,40.7393,-73.9859
poi_002959,621111,40.756,-73.9742
poi_002960,448310,40.7559,-73.9766
poi_002961,722511,40.7332,-73.9867
poi_002962,812112,40.7301,-73.9696
poi_002963,722410,40.7482,-73.9552
poi_002964,448120,40.7661,-73.9657
poi_002965,812199,40.7404,-73.9908
poi_002966,722511,40.7328,-73.992
poi_002967,722511,40.7123,-74.0008
poi_002968,722511,40.728,-73.9753
poi_002969,524210,40.7323,-73.9723
poi_002970,3231,40.7594,-73.9954
poi_002971,522390,40.815,-73.9286
poi_002972,722511,40.7879,-73.9742
poi_002973,722511,40.7509,-73.9715
poi_002974,442110,40.741,-73.9978
poi_002975,448140,40.7476,-73.9922
poi_002976,713940,40.7502,-73.9953
poi_002977,621210,40.7476,-73.9687
poi_002978,448310,40.7761,-73.9673
poi_002979,448210,40.7247,-74.0044
poi_002980,238150,40.7731,-73.97
poi_002981,722511,40.7694,-73.9877
poi_002982,621340,40.7786,-73.96
poi_002983,812199,40.7639,-74.0018
poi_002984,621210,40.7705,-73.9886
poi_002985,711310,40.7832,-73.9821
poi_002986,541219,40.7324,-73.991
poi_002987,811111,40.748,-74.0195
poi_002988,621999,40.7609,-74.0131
poi_002989,621111,40.7596,-73.9365
poi_002990,621340,40.7276,-73.9798
poi_002991,722511,40.7357,-73.9887
poi_002992,5416,40.7605,-73.9739
poi_002993,722511,40.7802,-73.9624
poi_002994,448310,40.7394,-73.9552
poi_002995,444130,40.766,-73.9636
poi_002996,722511,40.7476,-73.9693
poi_002997,722511,40.7519,-73.9789
poi_002998,812199,40.729,-73.9842
poi_002999,448210,40.7485,-73.9938
poi_003000,621210,40.7665,-73.9906
poi_003001,621210,40.7766,-73.9552
poi_003002,722410,40.7396,-73.9634
poi_003003,722511,40.7738,-73.9999
poi_003004,713940,40.7485,-73.9656
poi_003005,446110,40.7898,-73.9748
poi_003006,446120,40.7386,-74.0054
poi_003007,812320,40.7229,-73.9961
poi_003008,713940,40.7536,-73.9797
poi_003009,3231,40.7561,-73.9677
poi_003010,713940,40.7518,-73.9448
poi_003011,722513,40.6378,-73.995
poi_003012,712190,40.5408,-74.147
poi_003013,712190,40.5828,-73.9263
poi_003014,812113,40.7671,-73.9513
poi_003015,453210,40.7401,-73.9772
poi_003016,722513,40.7453,-74.0117
poi_003017,722511,40.754,-73.9856
poi_003018,611620,40.7235,-74.0114
poi_003019,928120,40.7587,-73.9661
poi_003020,611110,40.8563,-73.8982
poi_003021,0,40.759,-73.9942
poi_003022,621310,40.7284,-73.9832
poi_003023,448120,40.7252,-73.9847
poi_003024,621210,40.7811,-73.9796
poi_003025,448130,40.746,-73.9862
poi_003026,812990,40.7405,-73.9998
poi_003027,621511,40.801,-73.963
poi_003028,611620,40.7503,-73.9725
poi_003029,722515,40.7252,-74.0045
poi_003030,523930,40.7686,-73.9542
poi_003031,446191,40.7572,-73.9677
poi_003032,3231,40.7673,-73.9638
poi_003033,448310,40.7604,-73.9923
poi_003034,713940,40.7099,-73.9864
poi_003035,812990,40.775,-73.9887
poi_003036,813110,40.7313,-73.9854
poi_003037,812112,40.7407,-73.9701
poi_003038,712190,40.6885,-73.833
poi_003039,722515,40.7649,-73.9796
poi_003040,722515,40.7256,-73.9863
poi_003041,446110,40.7231,-74.0105
poi_003042,523930,40.7503,-73.9886
poi_003043,812199,40.7323,-73.9927
poi_003044,311811,40.7155,-74.0124
poi_003045,713940,40.7576,-73.9749
poi_003046,532289,40.7305,-73.9869
poi_003047,812199,40.7402,-74.0108
poi_003048,722410,40.7327,-73.9829
poi_003049,722513,40.7591,-73.9955
poi_003050,621111,40.7459,-73.9869
poi_003051,443142,40.7361,-73.9909
poi_003052,451140,40.7707,-73.9853
poi_003053,541213,40.8121,-73.9448
poi_003054,621210,40.7329,-74.0125
poi_003055,448120,40.7382,-74.0138
poi_003056,812199,40.7142,-74.005
poi_003057,448310,40.7649,-73.9877
poi_003058,624410,40.7071,-73.9869
poi_003059,812199,40.7358,-74.0067
poi_003060,713940,40.768,-73.9648
poi_003061,722513,40.7505,-73.9679
poi_003062,453310,40.7449,-74.0078
poi_003063,621399,40.7946,-73.9466
poi_003064,446120,40.8689,-73.9398
poi_003065,621210,40.6913,-74.0233
poi_003066,621111,40.7513,-73.9881
poi_003067,722410,40.7316,-73.9987
poi_003068,713990,40.6244,-74.0929
poi_003069,722511,40.7315,-73.9901
poi_003070,446110,40.7343,-73.9788
poi_003071,722511,40.7428,-73.9735
poi_003072,811211,40.7174,-74.0057
poi_003073,722511,40.7316,-74.0077
poi_003074,621210,40.8303,-73.9635
poi_003075,611110,40.7454,-73.9876
poi_003076,722511,40.7552,-73.9699
poi_003077,722513,40.7363,-73.9981
poi_003078,713990,40.6099,-73.9622
poi_003079,722513,40.7642,-73.9928
poi_003080,812112,40.7733,-73.9628
poi_003081,812320,40.7433,-73.9998
poi_003082,541219,40.7314,-73.9877
poi_003083,621111,40.7834,-73.9479
poi_003084,722513,40.7274,-73.9944
poi_003085,713940,40.7627,-73.971
poi_003086,522110,40.7619,-73.973
poi_003087,541940,40.772,-73.9564
poi_003088,812112,40.7085,-74.0078
poi_003089,451130,40.7595,-73.9669
poi_003090,541213,40.7328,-73.9878
poi_003091,611110,40.7901,-73.9439
poi_003092,621210,40.748,-73.9807
poi_003093,722515,40.7639,-73.9722
poi_003094,722511,40.7672,-73.9632
poi_003095,722511,40.7237,-73.9961
poi_003096,621111,40.7497,-73.9572
poi_003097,721110,40.7531,-73.9964
poi_003098,325620,40.7076,-74.0089
poi_003099,624410,40.8008,-73.9842
poi_003100,722511,40.72,-74.0072
poi_003101,451110,40.7624,-74.0057
poi_003102,621210,40.746,-73.9673
poi_003103,448140,40.7103,-73.9986
poi_003104,448140,40.7529,-74.0131
poi_003105,713940,40.7338,-74.0136
poi_003106,445110,40.7108,-74.0093
poi_003107,621210,40.7611,-73.9629
poi_003108,451130,40.7612,-73.9783
poi_003109,722511,40.7651,-73.9837
poi_003110,621111,40.7577,-73.9771
poi_003111,722511,40.7506,-73.9782
poi_003112,448120,40.724,-74.0005
poi_003113,812320,40.7767,-73.9678
poi_003114,812113,40.7781,-73.9793
poi_003115,524210,40.6896,-74.0008
poi_003116,722513,40.7343,-74.0107
poi_003117,519120,40.8613,-73.9283
poi_003118,813110,40.7746,-73.9725
poi_003119,522291,40.7422,-73.9643
poi_003120,453920,40.7272,-73.9792
poi_003121,812990,40.7823,-73.9824
poi_003122,517312,40.7538,-73.9743
poi_003123,722511,40.7352,-73.9646
poi_003124,621999,40.7891,-73.9354
poi_003125,722410,40.7175,-74.003
poi_003126,5418,40.7595,-73.9774
poi_003127,442299,40.7773,-73.938
poi_003128,812990,40.804,-73.986
poi_003129,713940,40.7911,-73.9568
poi_003130,621111,40.7476,-73.972
poi_003131,812930,40.7776,-73.9517
poi_003132,448110,40.7497,-73.9821
poi_003133,517312,40.7574,-73.9892
poi_003134,621330,40.7802,-73.9651
poi_003135,722410,40.7254,-74.0035
poi_003136,488410,40.739,-73.9938
poi_003137,722511,40.7364,-73.9971
poi_003138,712190,40.6536,-74.1074
poi_003139,492110,40.7342,-74.0026
poi_003140,722515,40.7629,-73.9488
poi_003141,621310,40.7393,-73.9744
poi_003142,621310,40.7556,-74.0029
poi_003143,813110,40.8009,-73.9275
poi_003144,448310,40.7026,-74.0076
poi_003145,721110,40.7451,-73.9839
poi_003146,523930,40.7434,-73.9867
poi_003147,621330,40.7342,-73.9953
poi_003148,445110,40.7007,-73.9969
poi_003149,722511,40.7478,-74.0115
poi_003150,5416,40.7497,-73.9736
poi_003151,722511,40.7345,-73.9789
poi_003152,453910,40.8155,-73.9344
poi_003153,624221,40.7666,-74.0121
poi_003154,722511,40.7366,-73.9912
poi_003155,5416,40.7609,-73.9905
poi_003156,5418,40.7343,-73.9799
poi_003157,811122,40.7581,-73.9567
poi_003158,722410,40.8142,-73.9242
poi_003159,722515,40.7375,-74.0076
poi_003160,713940,40.7378,-73.9961
poi_003161,812990,40.7105,-74.0018
poi_003162,621330,40.7264,-74.003
poi_003163,451140,40.7682,-73.9986
poi_003164,446110,40.8621,-73.9374
poi_003165,812990,40.7435,-73.9632
poi_003166,0,40.7683,-74.003
poi_003167,448190,40.7698,-73.9949
poi_003168,712190,40.7945,-73.9373
poi_003169,621210,40.7784,-73.9376
poi_003170,722513,40.763,-74.0044
poi_003171,531210,40.7499,-73.9685
poi_003172,812112,40.84,-73.9283
poi_003173,722511,40.7383,-74.0226
poi_003174,484210,40.7775,-73.9825
poi_003175,812199,40.7681,-73.9618
poi_003176,624410,40.7043,-73.9939
poi_003177,812199,40.7664,-73.9992
poi_003178,721110,40.7493,-73.9686
poi_003179,722511,40.8408,-73.9161
poi_003180,712110,40.7041,-74.003
poi_003181,541921,40.6426,-74.0343
poi_003182,812199,40.7665,-73.982
poi_003183,621330,40.7483,-73.9619
poi_003184,813110,40.7128,-73.9813
poi_003185,813110,40.5662,-74.1341
poi_003186,713940,40.7307,-73.9869
poi_003187,541921,40.751,-74.0026
poi_003188,712190,40.8566,-73.9552
poi_003189,722511,40.7146,-73.9842
poi_003190,813110,40.7429,-73.9709
poi_003191,448320,40.7363,-74.0014
poi_003192,621310,40.7626,-73.9933
poi_003193,448120,40.7485,-73.9966
poi_003194,522110,40.7278,-74.0026
poi_003195,812112,40.7523,-73.9866
poi_003196,312130,40.7559,-73.9991
poi_003197,713940,40.7959,-74.0005
poi_003198,524210,40.7262,-73.9921
poi_003199,451130,40.76,-73.9948
poi_003200,621210,40.7455,-73.986
poi_003201,812112,40.7286,-74.0107
poi_003202,812112,40.7467,-73.9751
poi_003203,713940,40.745,-74.0102
poi_003204,722511,40.7254,-74.0111
poi_003205,722511,40.775,-73.9971
poi_003206,722515,40.7618,-73.9078
poi_003207,0,40.7677,-73.9656
poi_003208,444130,40.7011,-74.0015
poi_003209,448120,40.8039,-73.9489
poi_003210,722511,40.7264,-73.9857
poi_003211,812210,40.7375,-73.9885
poi_003212,532282,40.7677,-73.977
poi_003213,812210,40.8405,-73.9463
poi_003214,448120,40.7084,-73.9734
poi_003215,442299,40.7544,-74.0016
poi_003216,446110,40.7505,-74.0009
poi_003217,621210,40.7875,-73.9847
poi_003218,451110,40.7425,-73.9929
poi_003219,448310,40.734,-73.9947
poi_003220,453991,40.7747,-73.9607
poi_003221,485113,40.8272,-73.942
poi_003222,453110,40.751,-74.0098
poi_003223,812112,40.745,-73.9754
poi_003224,621111,40.7342,-74.0148
poi_003225,624120,40.741,-74.0152
poi_003226,522110,40.7775,-73.9546
poi_003227,451130,40.7431,-74.0008
poi_003228,311811,40.708,-73.9658
poi_003229,813110,40.7332,-73.9929
poi_003230,621310,40.7657,-73.9914
poi_003231,811430,40.7103,-73.9898
poi_003232,523930,40.7456,-74.0004
poi_003233,812199,40.7451,-73.999
